symbol,name,sma_window,regime,start,end,days,years_included,bh_total_return,bh_annualized_return,bh_max_drawdown,bh_sharpe,bh_calmar,sma_total_return,sma_annualized_return,sma_max_drawdown,sma_sharpe,sma_calmar,excess_total_return,drawdown_improvement,trades,time_in_market
510300,沪深300ETF华泰柏瑞,250,最差年份,2018-01-02,2018-12-28,243,2018,-0.2840842598010517,-0.2928909002578697,-0.35432654141307107,-1.155928373870695,-0.8266129291071644,-0.09107024560112331,-0.09427906439520461,-0.17789841213671354,-0.7448816370590522,-0.529960123099648,0.19301401419992836,0.17642812927635754,5,0.32098765432098764
511010,国债ETF国泰,50,震荡期,2015-01-05,2026-06-18,2783,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",0.4197048785384401,0.03224193913389195,-0.050283211726015575,1.3561143338801258,0.6412068367782996,0.1696085048345044,0.014287452521105637,-0.052632410469218405,0.7571923266971935,0.27145730917001276,-0.25009637370393567,-0.0023491987432028294,131,0.7596119295724039
511010,国债ETF国泰,50,最差年份,2017-01-03,2017-12-29,244,2017,-0.012337680368001758,-0.012739606965654016,-0.024418572495229163,-0.5955060979968159,-0.5217179246716018,-0.0436500875569612,-0.045048514966381625,-0.0436500875569612,-3.1958311106818744,-1.032037218885198,-0.031312407188959446,-0.01923151506173204,26,0.48770491803278687
511010,国债ETF国泰,100,震荡期,2015-01-05,2026-06-18,2783,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",0.4197048785384401,0.03224193913389195,-0.050283211726015575,1.3561143338801258,0.6412068367782996,0.2928328357958956,0.02352896162929574,-0.041625325809953484,1.236518998569268,0.5652559150340506,-0.1268720427425445,0.008657885916062091,57,0.7811713977721882
511010,国债ETF国泰,100,最差年份,2017-01-03,2017-12-29,244,2017,-0.012337680368001758,-0.012739606965654016,-0.024418572495229163,-0.5955060979968159,-0.5217179246716018,-0.012711139630513402,-0.013125151442781036,-0.012711139630513402,-2.4870046640819243,-1.0325707862789728,-0.00037345926251164396,0.011707432864715761,8,0.1721311475409836
511010,国债ETF国泰,150,震荡期,2015-01-05,2026-06-18,2783,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",0.4197048785384401,0.03224193913389195,-0.050283211726015575,1.3561143338801258,0.6412068367782996,0.3095785237675488,0.024722409852813598,-0.05489118573497853,1.3052649822708984,0.4503894299565046,-0.11012635477089128,-0.004607974008962956,33,0.7930291052820697
511010,国债ETF国泰,150,最差年份,2017-01-03,2017-12-29,244,2017,-0.012337680368001758,-0.012739606965654016,-0.024418572495229163,-0.5955060979968159,-0.5217179246716018,-0.00589327768975445,-0.006085910765075364,-0.00589327768975445,-2.575749953308454,-1.0326869164261188,0.006444402678247307,0.018525294805474712,4,0.020491803278688523
511010,国债ETF国泰,200,震荡期,2015-01-05,2026-06-18,2783,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",0.4197048785384401,0.03224193913389195,-0.050283211726015575,1.3561143338801258,0.6412068367782996,0.3101309361896869,0.02476154276520659,-0.06509275791284608,1.335647881869771,0.38040395827689905,-0.10957394234875317,-0.014809546186830502,15,0.7782968020122171
511010,国债ETF国泰,200,最差年份,2017-01-03,2017-12-29,244,2017,-0.012337680368001758,-0.012739606965654016,-0.024418572495229163,-0.5955060979968159,-0.5217179246716018,0.0,0.0,0.0,,,0.012337680368001758,0.024418572495229163,0,0.0
511010,国债ETF国泰,250,震荡期,2015-01-05,2026-06-18,2783,"2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",0.4197048785384401,0.03224193913389195,-0.050283211726015575,1.3561143338801258,0.6412068367782996,0.2800749391495747,0.022610246428264924,-0.06486166785886271,1.2447582812694746,0.34859181354177055,-0.13962993938886537,-0.01457845613284714,19,0.7599712540424003
511010,国债ETF国泰,250,最差年份,2017-01-03,2017-12-29,244,2017,-0.012337680368001758,-0.012739606965654016,-0.024418572495229163,-0.5955060979968159,-0.5217179246716018,0.0,0.0,0.0,,,0.012337680368001758,0.024418572495229163,0,0.0
