date,close,ma,ma60,ma60_slope,mom,amt_qtl,margin_chg,rv_qtl,sc_position,sc_momentum,sc_amount,sc_margin,sc_volatility,score,label_raw,label_v2,label,escape_on
2002-05-15,1300.119,,1316.8167,,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-16,1261.522,,1317.4794,42.342916666666724,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-17,1277.235,,1318.5042666666666,42.7972166666666,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-20,1258.829,,1318.8686,42.45326666666665,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-21,1298.878,,1319.7358666666664,42.507399999999734,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-22,1280.16,,1320.7920666666664,42.411583333333056,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-23,1284.836,,1321.5222833333332,42.38704999999982,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-24,1265.966,,1322.03685,41.55448333333334,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-27,1270.336,,1322.2989333333333,39.82121666666649,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-28,1270.382,,1322.5866166666667,37.90509999999995,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-29,1246.019,,1322.4203166666666,35.941299999999956,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-30,1245.886,,1322.4416999999999,33.29043333333311,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-05-31,1238.577,,1322.6308333333334,30.442383333333282,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-03,1213.388,,1322.0895166666667,25.881483333333335,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-04,1219.523,,1321.1546666666666,20.88641666666649,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-05,1196.623,,1319.6243166666668,16.703766666666752,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-06,1245.613,,1318.2447333333334,12.737516666666806,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-07,1252.514,,1316.5890666666667,8.648133333333135,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-10,1243.743,,1314.3675,2.976916666666739,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-11,1252.851,,1312.5416166666664,-1.7040166666668028,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-12,1246.843,,1310.9367,-5.880000000000109,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-13,1235.572,,1308.59075,-8.88864999999987,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-14,1222.119,,1306.6477,-11.856566666666595,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-17,1224.654,,1304.6934833333335,-14.175116666666554,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-18,1248.837,,1302.7011333333332,-17.03473333333318,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-19,1236.049,,1300.2616666666665,-20.530399999999872,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-20,1245.081,,1297.9165166666667,-23.605766666666568,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-21,1288.522,,1296.5602000000001,-25.476649999999836,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-24,1409.505,,1297.1684166666666,-25.130516666666608,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-25,1409.226,,1298.1553666666666,-24.43125000000009,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-26,1417.307,,1299.20885,-23.211466666666638,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-27,1422.512,,1300.3751666666665,-22.066533333333382,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-06-28,1431.175,,1302.3369833333334,-20.29385000000002,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-01,1415.33,,1303.9661666666666,-18.123350000000073,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-02,1425.814,,1306.1201666666666,-15.03449999999998,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-03,1427.39,,1308.2058666666667,-11.41845000000012,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-04,1412.617,,1309.4540166666666,-8.790716666666867,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-05,1415.403,,1310.8407166666666,-5.748350000000073,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-08,1423.696,,1312.3405666666665,-2.0269333333335453,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-09,1419.471,,1313.3693833333334,0.8277666666670029,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-10,1392.901,,1313.8057999999999,2.8690999999998894,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-11,1390.929,,1314.5757166666667,5.984966666666651,,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-07-12,1389.45,,1315.2217333333333,8.574033333333318,0.05544815432354322,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-15,1379.38,,1315.8017166666666,11.108233333333146,0.05936329760599168,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-16,1382.412,,1316.4835500000002,13.782416666666904,0.0693873509531111,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-17,1393.022,,1317.3378166666666,17.076150000000098,0.09458804301278034,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-18,1397.411,,1318.5188999999998,20.602383333333137,0.09065288024844276,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-19,1403.253,,1319.7290833333334,23.16888333333327,0.12276946809685274,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-22,1380.282,,1320.6526666666664,23.484249999999747,0.14532347118108513,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-23,1375.613,,1321.6018666666666,23.446500000000015,0.15945274617277172,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-24,1372.892,,1322.6546166666667,23.445766666666714,0.14228993482694152,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-25,1364.996,,1323.5298333333333,23.1546666666668,0.184740154910654,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-26,1361.409,,1324.02475,21.687766666666676,0.1843663629649157,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-29,1368.797,,1324.3416166666668,20.375450000000228,0.23469660205121734,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-30,1371.909,,1324.64665,18.526483333333317,0.2359607349228916,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-07-31,1358.16,,1324.9111166666667,16.705249999999978,0.1479148107516013,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-01,1355.303,,1325.0864499999998,15.63243333333321,0.13930932099735793,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-02,1359.993,,1325.4954833333331,14.654766666666546,0.14340086159061305,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-05,1353.479,,1326.0565666666666,13.716000000000122,0.21624409728306526,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-06,1368.994,,1327.0118,13.642416666666577,0.2004749306588962,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-07,1366.795,,1328.1230666666668,14.31726666666691,0.19281671764752084,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-08,1359.677,,1329.7589833333334,15.183266666666668,0.11288387244630682,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-09,1350.311,,1330.9769166666667,15.755183333333434,0.11068786741934766,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-12,1340.216,,1332.3333666666667,16.531650000000127,0.08346773443796884,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-13,1342.357,,1333.0580166666666,16.574466666666467,0.07660553622672306,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-14,1351.507,,1334.2471333333335,16.909316666666882,0.11071690384849298,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-15,1340.968,,1335.1826666666668,16.663766666667016,0.08053436559999305,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-16,1349.622,,1336.5769333333335,16.847850000000108,0.0927299342882959,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-19,1347.16,,1337.8573333333334,17.20466666666698,0.07376708796591136,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-20,1370.046,,1339.5184,17.91653333333329,0.09330703100498661,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-21,1370.957,,1341.6007,18.946083333333263,0.09152888104032098,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-22,1381.549,,1343.86175,20.331916666666757,0.11003187361753097,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-23,1379.419,,1346.2091166666664,22.184366666666392,0.12401108513570014,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-26,1366.181,,1348.7556666666667,24.41404999999986,0.09657050070352624,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-27,1369.76,,1351.2596166666667,26.612966666666807,0.07380445808841851,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-28,1368.397,,1354.1225166666666,29.211399999999912,0.06205391930111048,,,,0,1,0,0,0,1.25,中性,中性,中性,False
2002-08-29,1362.67,,1356.0734666666665,30.987016666666705,0.025807218975179014,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-08-30,1361.298,,1357.8865333333333,32.39105000000018,0.006985961501759785,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-02,1362.152,,1359.8600166666665,33.803449999999884,-0.010809440850173213,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-03,1366.71,,1361.7576666666669,34.74586666666687,0.0031605896635653608,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-04,1358.78,,1363.6232833333333,35.500216666666574,0.011645862152660502,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-05,1341.468,,1365.3882166666665,35.629233333333104,-0.025328972941789263,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-06,1334.343,,1367.2586166666667,36.2817,-0.0032561391556895636,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-09,1323.132,,1368.8999166666665,36.56654999999978,-0.013991282555348317,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-10,1324.21,,1370.1561333333334,37.09811666666678,-0.032277630888540965,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-11,1319.034,,1371.5392166666668,37.29208333333327,-0.04584940723385189,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-12,1322.232,,1372.8250666666668,37.64239999999995,-0.0458640919619856,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-13,1321.809,,1373.37985,36.80291666666653,-0.03510618650544828,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-16,1302.617,,1371.5983833333335,33.74105000000009,-0.051270491445085664,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-09-17,1304.376,,1369.8508833333333,30.332483333333357,-0.03380199687557639,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-18,1295.561,,1367.8217833333333,26.221083333333354,-0.0432295151458757,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-19,1319.817,,1366.1102,22.248450000000048,-0.024188688926628732,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-20,1305.747,,1364.0197333333335,17.8106166666671,-0.005876817519448463,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-23,1304.924,,1362.1796333333334,13.423966666666729,-0.00960473717325483,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-24,1299.185,,1360.06915,8.80953333333332,0.00201376859323088,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-25,1299.523,,1357.9380333333334,3.815516666666781,-0.0020925353696070736,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-26,1291.378,,1355.9173833333334,-0.156083333333072,-0.03464829920581769,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-09-27,1285.652,,1353.7548666666667,-4.131666666666661,-0.03494142400433564,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-10-08,1272.939,,1351.24225,-8.617766666666512,-0.045561799648347945,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-10-09,1247.533,,1348.3766166666667,-13.381050000000187,-0.08117079680823014,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-10,1241.552,,1345.8541333333335,-17.769149999999854,-0.0915801088155842,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-11,1237.14,,1343.2909833333333,-22.09723333333318,-0.08001136284201915,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-14,1243.744,,1340.86255,-26.396066666666684,-0.07917810835803074,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-15,1238.967,,1338.5223333333333,-30.377583333333178,-0.0785478896399695,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-16,1247.72,,1336.2774666666667,-33.87866666666673,-0.06990820736756254,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-17,1228.263,,1333.5314833333332,-38.00773333333359,-0.08459224633803519,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-18,1233.668,,1330.8024333333335,-42.02263333333326,-0.07001491090395673,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-21,1237.362,,1328.0375833333333,-45.342266666666774,-0.0701014998775027,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-22,1254.739,,1325.9451999999999,-45.65318333333357,-0.0529321056377734,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-23,1255.635,,1323.9455666666668,-45.90531666666652,-0.047795453114940156,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-10-24,1244.559,,1321.8066833333332,-46.015100000000075,-0.04975693407862869,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-10-25,1233.578,,1319.6163833333335,-46.49381666666659,-0.06011887392065263,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-28,1219.425,,1317.2499833333334,-46.76975000000016,-0.08431915561449377,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-29,1226.775,,1314.88295,-47.296683333333476,-0.09113303229773628,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-30,1225.94,,1312.4501333333333,-47.61901666666677,-0.09431614936979482,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-10-31,1225.338,,1310.2364333333333,-47.7016000000001,-0.08713007303924925,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-01,1227.849,,1308.1122,-47.80518333333339,-0.08695380593002733,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-04,1246.804,,1306.2257166666668,-47.529149999999845,-0.06637982224731565,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-05,1265.73,,1304.7632333333333,-46.479016666666666,-0.04097850151612281,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-11-06,1260.054,,1302.9475666666667,-45.42904999999996,-0.03935868504513296,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-11-07,1259.87,,1301.1654833333332,-44.68865000000028,-0.030957935388991387,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-11-08,1232.945,1303.94578,1299.0532833333334,-44.237699999999904,-0.022652795591357133,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-11-11,1218.356,1303.455285,1296.8540333333333,-44.008516666666765,-0.046098799359553966,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-11-12,1200.92,1302.9494650000001,1294.5324333333333,-43.989900000000034,-0.04600227671907775,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-11-13,1206.419,1302.51799,1292.2668,-44.010666666666566,-0.07118374473969058,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-14,1183.635,1302.07294,1289.4689333333333,-44.062549999999874,-0.07540073115860524,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-15,1186.923,1301.60125,1286.9015166666666,-43.900916666666944,-0.07620661313973143,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-18,1174.825,1301.226305,1283.9882333333333,-44.049350000000004,-0.07199324468429635,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-19,1182.636,1301.1137549999999,1281.2461666666666,-44.69903333333332,-0.06903685324197695,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-20,1154.898,1300.9560800000002,1277.6603666666667,-46.28520000000003,-0.09090494040375263,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-21,1125.38,1300.5735949999998,1273.5674166666665,-48.23926666666671,-0.09681955090572447,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-22,1128.072,1300.453215,1269.3428,-50.27358333333359,-0.09456242384937308,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-25,1133.17,1300.37165,1265.23865,-52.01133333333337,-0.08510330807047117,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-26,1111.053,1300.383865,1260.9865166666668,-53.89643333333311,-0.08433823311257393,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-27,1118.964,1300.428715,1256.8065833333335,-55.64354999999978,-0.08245764942522604,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-11-28,1150.585,1300.26587,1253.1763833333332,-57.06005000000005,-0.038473270194539166,,,,0,0,0,0,0,0.0,中性,中性,中性,False
2002-11-29,1164.618,1300.1410449999998,1249.8755166666667,-58.2366833333333,-0.06502420896377936,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-12-02,1132.929,1299.85855,1246.0693666666668,-60.156349999999975,-0.09547597871161506,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-12-03,1144.629,1300.01752,1242.4439833333336,-62.31924999999978,-0.0796900967482832,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-12-04,1147.535,1300.05331,1238.7910666666664,-64.15650000000028,-0.08406107350355307,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-12-05,1139.751,1300.02279,1235.1405833333333,-66.02489999999989,-0.08589052511021844,,,,0,-1,0,0,0,-1.25,中性,中性,中性,False
2002-12-06,1139.803,1299.6130050000002,1231.7795,-67.27378333333331,-0.07750984968905072,,,,-1,-1,0,0,0,-2.5,防御,中性,中性,False
2002-12-09,1136.246,1299.21552,1228.4778833333332,-68.37615000000005,-0.07026566152723246,,,,-1,-1,0,0,0,-2.5,防御,中性,中性,False
2002-12-10,1122.907,1298.6452100000001,1225.1408000000001,-69.39163333333317,-0.08308224200468062,,,,-1,-1,0,0,0,-2.5,防御,中性,中性,False
2002-12-11,1117.437,1297.9981850000001,1221.6945833333332,-70.57221666666692,-0.10521789472925613,,,,-1,-1,0,0,0,-2.5,防御,中性,中性,False
2002-12-12,1122.229,1297.52539,1218.4144999999999,-71.05443333333346,-0.09208372807226894,,,,-1,-1,0,0,0,-2.5,防御,防御,防御,False
2002-12-13,1132.079,1296.98067,1215.2452833333334,-71.65623333333315,-0.09075875384814314,,,,-1,-1,0,0,0,-2.5,防御,防御,防御,False
2002-12-16,1141.523,1296.512825,1212.2405166666665,-71.74771666666675,-0.11408342271222383,,,,-1,-1,0,0,0,-2.5,防御,防御,防御,False
2002-12-17,1148.599,1295.982765,1209.67355,-71.57261666666659,-0.18510469987690725,,,,-1,-1,0,0,0,-2.5,防御,防御,防御,False
2002-12-18,1143.941,1295.436865,1206.9996333333331,-70.66073333333361,-0.1882487266059525,,,,-1,-1,0,0,0,-2.5,防御,防御,防御,False
2002-12-19,1145.069,1294.882225,1204.4914333333331,-69.0759833333334,-0.19208117930695334,,,,-1,-1,0,0,0,-2.5,防御,防御,防御,False
2002-12-20,1157.337,1294.445895,1201.7834333333333,-67.55936666666662,-0.18641319018749924,,,,-1,-1,0,0,0,-2.5,防御,防御,防御,False
